2022-02-15/19:21:22		Breaking the complete csv file into chunks
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011967_120217.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011967_120217.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011967_120217.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011967_120217.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011967_120217.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011967_120217.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011967_120217.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011967_120217.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011967_120217.csv'
2022-02-19/18:37:49		verifying creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Moving bad file creditCardFraud_28011968_120218.csv to bad folder
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011968_120218.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011968_120218.csv'
2022-02-19/18:37:49		verifying creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Moving bad file creditCardFraud_28011969_120219.csv to bad folder
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-19/18:37:49		verifying creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Moving bad file creditCardFraud_28011970_120220.csv to bad folder
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-19/18:37:49		verifying creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Moving bad file creditCardFraud_28011971_120221.csv to bad folder
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-19/18:37:49		verifying creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Moving bad file creditCardFraud_28011972_120222.csv to bad folder
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
